"(PDH-CSV 4.0) (W. Europe Daylight Time)(-120)","\\LAPTOPVANJONAS\LogicalDisk(_Total)\% Disk Read Time","\\LAPTOPVANJONAS\LogicalDisk(_Total)\% Disk Write Time","\\LAPTOPVANJONAS\Memory\% Committed Bytes In Use","\\LAPTOPVANJONAS\Memory\Available MBytes","\\LAPTOPVANJONAS\Processor(0)\% Processor Time","\\LAPTOPVANJONAS\Processor(1)\% Processor Time","\\LAPTOPVANJONAS\Processor(10)\% Processor Time","\\LAPTOPVANJONAS\Processor(11)\% Processor Time","\\LAPTOPVANJONAS\Processor(2)\% Processor Time","\\LAPTOPVANJONAS\Processor(3)\% Processor Time","\\LAPTOPVANJONAS\Processor(4)\% Processor Time","\\LAPTOPVANJONAS\Processor(5)\% Processor Time","\\LAPTOPVANJONAS\Processor(6)\% Processor Time","\\LAPTOPVANJONAS\Processor(7)\% Processor Time","\\LAPTOPVANJONAS\Processor(8)\% Processor Time","\\LAPTOPVANJONAS\Processor(9)\% Processor Time","\\LAPTOPVANJONAS\Processor(_Total)\% Processor Time"
"10/27/2021 10:14:28.646"," "," ","43.985460406165913128","10373"," "," "," "," "," "," "," "," "," "," "," "," "," "
"10/27/2021 10:14:30.649","0","0.3945082281868063645","43.968614643432339051","10370","31.352103448935231711","10.289680643494902412","11.849860110564547355","2.4887833081466248508","18.090577978843171536","4.8290525087511078084","14.970219044703858557","7.1693217093555912101","4.8290525087511078084","0.92860384107696924971","6.3892319758207634095","1.7086935746117970503","9.5745992198503557802"
"10/27/2021 10:14:32.651","0","0.32535150300056653316","44.042925523604012028","10361","28.976868299849456889","28.196394325122533076","7.9040709822223771397","5.5626490580415914877","53.171561516384258539","0.099331234953081715133","12.58691483058395022","14.147862780037812058","11.025966881130088382","1.6602791844069431093","0.87980520968001796334","0","13.627545131875374196"
"10/27/2021 10:14:34.651","0","0.30646945290290245056","44.027974909177977736","10360","9.3766402828108770251","3.9079892653942960301","21.095178177274988229","0.0018099672395965882288","44.532253966203214191","0.0018099672395965882288","43.751018106572267641","13.282819580965588457","23.438885756167813668","9.3766402828108770251","2.3455175461324140329","0.0018099672395965882288","14.259366905459014419"
"10/27/2021 10:14:36.661","0.015846094373069302685","0.3610869674456046452","44.030943988829605473","10367","19.152579729238262018","0.49548274367785527517","1.2728617847428735921","0.49548274367785527517","50.247741371838927193","49.470362330773909321","9.046652195393045659","1.2728617847428735921","6.7145150721979902642","5.1597569900679545185","3.6049989079379285428","3.6049989079379285428","12.544857880185611876"
"10/27/2021 10:14:38.651","0","0.22564758545526064637","44.043157166811440106","10359","34.046886558283127044","0.28517372502330218254","9.7070470738400018718","2.640642062227482878","59.171882155127654812","12.062515411044172353","44.25391601950121867","1.0703298374246994484","19.128920422656690903","0.28517372502330218254","6.5664226242344359008","6.5664226242344359008","16.315443515718520473"
"10/27/2021 10:14:40.661","0","0.50447325858391367515","44.042988713840721005","10363","5.9380111530590635738","5.9380111530590635738","10.602242004973483347","0","50.248204246246118032","14.489101048235507818","56.467178715465351502","0.49640849249222851469","12.934357430930699451","1.2737803011446335866","0","0.49640849249222851469","13.193479708754974666"
"10/27/2021 10:14:42.651","0","0.38576851467011308294","44.031407228678325794","10366","36.400808099812174135","0","4.2086245453961224072","0.28274850217464564395","47.393261020832291308","51.319137064053762742","14.415902257771939787","2.6382741281075317019","20.69730392692629195","8.1345005886175876242","2.6382741281075317019","0.28274850217464564395","15.593665070738381928"
"10/27/2021 10:14:44.661","0","0.086706644525991319328","43.918624809924196484","10387","16.821969636853484786","8.2709571696141246377","2.0520390116218645282","0","75.124327368030947127","7.4935923998650899591","12.935145788108325604","7.4935923998650899591","25.372982104092844935","0","1.2746742418728307378","0","12.870369536574678193"
"10/27/2021 10:14:46.651","0","0.3912724185281708511","43.920414672214633356","10381","31.689513127322054942","1.0675707361215924784","7.3489948163678491255","4.993460786275505825","50.533785368060790688","12.845240886583308537","25.408089047075812061","1.8527487461523772794","12.845240886583308537","2.6379267561831620803","3.423104766213935779","20.69702098689112546","14.611888896582936326"
"10/27/2021 10:14:48.651","0","0.84269932584053930391","43.904853412859338846","10388","41.406296874962499999","3.125077499938000436","11.718820624943504072","1.5625787499370047406","28.125057499953996398","8.5938231249415011348","46.093793124965500851","3.125077499938000436","15.625067499945998861","1.5625787499370047406","3.9063268749385038348","1.5625787499370047406","13.867258906192869716"
"10/27/2021 10:14:50.651","0","0.54793143844565017631","43.916982352714285298","10381","24.219242574923260491","0.00064999577502611316504","5.4693644491310760003","12.500568746303153844","32.031691794003336327","1.5631398395910434118","89.843816015195898217","0","10.156833980579127896","0.78189491768303476249","2.3443847614990520611","0.00064999577502611316504","14.844303512027167358"
"10/27/2021 10:14:52.661","0.002004975024628108133","0.75580095742283792681","43.916856018807003181","10390","9.048511987636221221","2.0522436789928488743","47.139306112472333155","20.708959168708496179","38.588311513019327492","0","19.931596023303676191","11.380601423850677634","8.2711488422314012325","1.274880533588029774","0","1.274880533588029774","13.25922819605830405"
"10/27/2021 10:14:54.651","0","0.24914288976404541653","43.916519089582493507","10391","23.050536538143017395","11.272557436838370748","25.406132358403944238","0","8.9169616165774456817","6.5613657963165206155","14.413351863852941648","4.9909685828092298365","70.162452943361572011","4.2057699760555848911","4.9909685828092298365","0","14.347917809078293061"
"10/27/2021 10:14:56.651","0.0056699024776773838605","0.25058069001213179039","43.920835816282973951","10389","21.876343726887892416","3.1266662213409901483","5.4703759095343524876","0.78295653314762736485","28.907472791467991868","1.5641930958787519934","6.2516124722654780044","8.5953221604588403437","35.157365293316956922","15.626451225038929138","45.31344060882153002","1.5641930958787519934","14.519700261155509935"
"10/27/2021 10:14:58.661","0.25620898955885057502","1.7232277228106995803","43.926816071366616256","10390","18.375269725422992195","9.8241075061815905656","15.265756191153389665","0.49556690337279052372","74.346513342275798664","1.2729452869401858273","23.816918410394794847","5.1598372047771849935","2.050323670507592233","0","26.149053561096991416","0","14.553160168753542791"
"10/27/2021 10:15:00.651","0.0022160472169813734758","0.304598453751798115","43.917803592960765968","10396","28.550064928675944032","3.4248130354630923478","8.9209618871033953269","0","81.941225201753269403","3.4248130354630923478","12.061618373755001343","1.0693206704743829505","21.483587833709826498","0.28415654881147611732","4.2099771571259880787","2.6396489138001855146","13.959097496931960336"
"10/27/2021 10:15:02.661","0","0.35905099252464672821","43.91397117728227073","10391","47.915764909760625301","0","9.0469327528655778536","0.4957896783486570591","28.481348831313102465","3.6052962509002695057","12.933815968555073539","0","9.0469327528655778536","42.474128407795319617","0.4957896783486570591","0","12.609909863116042672"
"10/27/2021 10:15:04.651","0","0.4148843400105907131","43.919804027285380243","10395","22.269486282897808849","15.988232649192591239","11.277292423913664265","1.8554119733558249727","60.742164789342332654","11.277292423913664265","8.9218223112742087721","2.640568677568977396","30.121053325029343739","9.706979015487359419","4.9960387902084342215","5.7811954944215981911","15.464793171382851256"
"10/27/2021 10:15:06.661","0","0.26767401223752129713","43.908812162445116201","10396","4.383481604961481537","18.376142833503696039","14.489292492241967025","4.383481604961481537","50.248315631849870044","0.4966312636997427532","13.71192242398963046","0.4966312636997427532","58.02201631437333873","0.4966312636997427532","3.6061115367091334249","1.2740013319520904211","14.165389126331561442"
"10/27/2021 10:15:08.651","0","0.21061825979357570726","43.89883103871225245","10403","31.689643569562665704","2.638112673859438484","7.349171738027527212","1.8529361631647534026","17.556466377058388417","0","85.866822807495722714","8.1343482487222118493","11.275054291500941517","0","1.0677596524700683212","0","13.69601603699781478"
"10/27/2021 10:15:10.652","0","0.46663188739511252123","43.90917013955981929","10398","18.798396155891083481","0.059564499558262262724","16.456042198849484492","2.4019184565998719094","35.194873855182308375","64.083905992028761034","8.6481956753774795743","0.059564499558262262724","6.3058417183358699276","1.6211338042526612924","10.209764980071877716","0.84034915190546177755","13.723295915634281528"
"10/27/2021 10:15:12.662","0","0.20110170360073592599","43.916266398484879119","10399","37.032892897335187854","2.8285384218135756207","10.602255348068489127","0.49642334393710241258","51.80295505721952054","17.598600581697908751","36.255521204709708627","0.49642334393710241258","9.0475119628175004749","0","10.602255348068489127","0","14.553890639599043055"
"10/27/2021 10:15:14.652","0","0.22558621185557195532","43.913402628133404448","10402","26.197320652454379797","1.8581391654978407502","14.420297352314115358","0.28786939214581197533","51.321637026086932565","1.8581391654978407502","19.131106672370222554","4.2135438255258890194","0.28786939214581197533","33.263534632538529934","0.28786939214581197533","1.8581391654978407502","12.915456323662299454"
"10/27/2021 10:15:16.662","0","0.50761327878128237323","43.905106080673895974","10403","26.150302784380475174","3.6067110027703019881","23.040841848985969875","0","36.256050824412625389","1.2746153012244243463","8.270902405862068818","1.2746153012244243463","73.569582049146703184","0","10.602998107407945128","0.49725006737579846572","15.331970775843339894"
"10/27/2021 10:15:18.652","0.003276362975791848476","0.45759534555453573734","43.916813899743559091","10405","21.482865802534313104","0.2832395692185740721","28.549407880306219454","1.8535822531678847191","41.112149351900725947","5.7794389630411728831","15.201495066737047424","6.5646103050158277625","12.845981040813081009","1.8535822531678847191","1.0684109111932293956","35.615949958078132909","14.350891942081744901"
"10/27/2021 10:15:20.662","0","0.1578219555205967739","43.900978878117399518","10406","34.701053962302729872","0","9.0478965903502341916","5.938422969507506366","57.244737713412497726","5.1610545642968297386","2.0515809434541010248","1.2742125382434132952","23.040527884142502302","2.8289493486647776521","2.8289493486647776521","22.263159478931825674","13.841670080868706094"
"10/27/2021 10:15:22.652","0","0.19735771616207634094","43.893250879806757325","10406","37.185632937160605138","2.6377310525989461354","21.482041171450759975","1.0673718760279560236","62.311379762296368767","0.28219228774246651881","41.896710466873564371","0","4.9932698174554150938","5.7784494057409148127","2.6377310525989461354","0.28219228774246651881","14.938879610788113439"
"10/27/2021 10:15:24.652","0.0023599792321827568579","0.35913183963981121227","43.89318771285311982","10407","24.219416869131549674","2.3446093674375667604","10.15704061804255609","0.00087999225606427700086","16.406985618526558568","6.2508249927400676427","85.937623748911008192","0.00087999225606427700086","4.6883387426190692437","0.00087999225606427700086","0.00087999225606427700086","5.46958186767956267","12.956490982879353524"
"10/27/2021 10:15:26.662","0","0.26788573207108384855","43.890724015396720858","10408","21.48627153409245949","2.8295439778372011297","4.3842712741918088426","0","54.912908405716450488","0","56.46763570207107108","0","12.157907755964824759","5.1616349223691067039","0.49745303330529511143","11.380544107787526897","14.036540718332767952"
"10/27/2021 10:15:28.652","0.24482597274968678769","2.9110516220028492818","43.886659979793861908","10389","23.835800211674285976","0","13.62822704416671904","0","59.95490526593183489","2.6354559406970290425","8.1318414924318673798","0.27986213281065985825","1.8502580047349059811","41.895352738803062209","7.3466435564697558647","1.0650600687727829197","13.301057049793508114"
"10/27/2021 10:15:30.662","0.0022985119224858195468","0.51819006016976854045","43.898136155656104052","10396","33.924001146071880441","1.2746840653073854277","17.599342605689628272","0","72.014871073630445153","3.6067781425048517363","11.380425066496401953","0","12.157789758895553689","30.814542376475262841","0.49731937290823369224","5.1615075273031667535","15.655930874691748045"
"10/27/2021 10:15:32.652","0","0.48240472229103675827","43.893840476845817022","10396","21.484424268523770962","0","16.773489724635194165","1.8555303356547092619","14.418022452690914648","26.980514569727109375","19.128956996579482563","1.070374578339949867","49.750031531855206879","3.425841850284239154","8.921932151487578011","0.28521882102519047208","13.63286669537614415"
"10/27/2021 10:15:34.662","0","0.59462359096806594039","43.89480912217283759","10404","35.477051646916692107","6.7138096100000428379","11.378119129500042561","1.2721151705833766421","99.222615080083329531","0.49473025066670839323","1.2721151705833766421","0.49473025066670839323","8.2685794498333677893","0.49473025066670839323","9.0459643697500364823","0","14.487658809166703122"
