"(PDH-CSV 4.0) (W. Europe Daylight Time)(-120)","\\LAPTOP-RSREGGEF\LogicalDisk(_Total)\Disk Read Bytes/sec","\\LAPTOP-RSREGGEF\LogicalDisk(_Total)\Disk Write Bytes/sec","\\LAPTOP-RSREGGEF\Memory\Available MBytes","\\LAPTOP-RSREGGEF\Processor(0)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(1)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(10)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(11)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(12)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(13)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(14)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(15)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(2)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(3)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(4)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(5)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(6)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(7)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(8)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(9)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(_Total)\% Processor Time","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_0)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_1)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_10)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_11)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_12)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_13)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_14)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_15)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_2)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_3)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_4)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_5)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_6)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_7)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_8)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_9)\% of Maximum Frequency"
"10/26/2021 23:02:24.671"," "," ","10569"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","48","38","53","39","37","35","36","65","56","100","47","36","39","44","46","58"
"10/26/2021 23:02:26.666","4106.4266278507757306","307981.99708880821709","10571","2.8725950126593957634","3.6558805367508551143","1.3060239644764881639","1.3060239644764881639","0.52273844038502881304","0.52273844038502881304","4.4391660608423144652","0.52273844038502881304","13.055306825848333574","2.0893094885679364126","3.6558805367508551143","3.6558805367508551143","3.6558805367508551143","2.0893094885679364126","1.3060239644764881639","2.8725950126593957634","2.9705044499139909853","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:02:28.668","0","163624.80066216911655","10566","0.89784863618709298549","0.89784863618709298549","0.11751673568463072428","0.11751673568463072428","2.4585124371920175079","1.6781805366895552467","4.7995081386994158379","0.11751673568463072428","2.4585124371920175079","0.89784863618709298549","0.89784863618709298549","3.2388443376944908714","0.11751673568463072428","0.89784863618709298549","0.89784863618709298549","1.6781805366895552467","1.3855548254700922328","68","100","100","100","100","100","100","100","100","100","100","100","100","100","97","100"
"10/26/2021 23:02:30.669","0","458954.66455608914839","10569","2.3987629372704044606","0.83714314426673874792","0.83714314426673874792","0.056333247764894789356","1.6179530407685716042","0.056333247764894789356","3.1795728337722484191","0.056333247764894789356","0.056333247764894789356","0.056333247764894789356","0.056333247764894789356","6.3028124197795909467","0.056333247764894789356","0.83714314426673874792","0.83714314426673874792","0.056333247764894789356","1.0811456122756357701","40","34","34","34","100","34","34","34","100","34","46","39","34","34","48","34"
"10/26/2021 23:02:32.663","0","176776.95704817169462","10571","2.0069429633120527967","2.0069429633120527967","2.7908874196055588612","1.2229985070185467322","3.5748318758990538235","0.43905405072504066766","1.2229985070185467322","0.43905405072504066766","2.0069429633120527967","2.0069429633120527967","0.43905405072504066766","5.9266652447795724612","2.7908874196055588612","0.43905405072504066766","2.0069429633120527967","1.2229985070185467322","1.9089511605864917243","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:02:34.677","2033.4636831875498046","248082.56934888107935","10559","3.0410496829948008291","0.71403487538668208856","0.71403487538668208856","1.4897064779227253695","23.208511348931882168","17.778810131179600518","16.227466926107513956","0.71403487538668208856","2.2653780804587686504","1.4897064779227253695","0.71403487538668208856","3.0410496829948008291","0.71403487538668208856","1.4897064779227253695","0.71403487538668208856","0.71403487538668208856","4.6893505973093274619","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:02:36.664","0","0","10559","4.0488153319347190973","1.6893599712445972472","0.11638973078450520759","1.6893599712445972472","21.351487976995674245","0.11638973078450520759","67.754110070568216884","14.273121894925289155","1.6893599712445972472","4.83530045216476978","0.90287485101454567626","2.4758450914746377158","0.90287485101454567626","0.90287485101454567626","0.90287485101454567626","0.90287485101454567626","7.784622169779808587","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:02:38.664","0","0","10563","3.9180440600916188743","0.79342760676126555808","2.3557358334264422162","0.012273493428682780149","11.729585193417513267","36.726516820060339796","38.288825046725513346","15.635355760080448917","0.79342760676126555808","1.5745817200938594382","0.012273493428682780149","0.012273493428682780149","0.79342760676126555808","0.012273493428682780149","0.012273493428682780149","0.79342760676126555808","7.0914795208888108391","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:02:40.679","0","4064.2926243061065179","10556","3.8754157915401821199","0.77462275255760770776","0.77462275255760770776","0.77462275255760770776","3.8754157915401821199","0.77462275255760770776","52.712906155515739215","45.73612181780494268","0.77462275255760770776","1.5498210123032540864","0","0.77462275255760770776","0","0.77462275255760770776","0","0.77462275255760770776","7.1215591243836691149","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:02:42.664","0","0","10549","1.5913370447769525917","0.01679843749338161274","0.01679843749338161274","0.01679843749338161274","7.1022221702694459111","13.400376599403717393","81.105536712597171345","1.5913370447769525917","0.80406774113517265334","0.80406774113517265334","1.5913370447769525917","0.80406774113517265334","0.01679843749338161274","0","0.01679843749338161274","0.01679843749338161274","6.7577937393724969439","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:02:44.679","0","65054.715456842954154","10556","2.2755755801070698396","0","0","0","10.031482280098579452","17.011798310090931352","37.177155730068832895","40.279518410065428213","0.72439424010877218052","0","0","0.72439424010877218052","0","0","0","0","6.7352194507120488609","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:02:46.664","0","0","10548","0.85310395882539635792","0.85310395882539635792","0.066223831514489184258","0.066223831514489184258","7.1481449773126755076","0.85310395882539635792","7.1481449773126755076","88.1967980903363582","1.6399840861363035316","2.4268642134472107053","0.85310395882539635792","0.85310395882539635792","0.066223831514489184258","0.066223831514489184258","0.85310395882539635792","0.066223831514489184258","7.0006043239377753196","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:02:48.679","0","261473.14883653065772","10556","1.5009676544937677889","0","0","0.72538472263937725515","9.2567969730375629922","47.260360633902173788","33.299867860523335139","14.685877496018218125","1.5009676544937677889","0.72538472263937725515","0","0.72538472263937725515","0","0.72538472263937725515","0","0.72538472263937725515","6.9300481774744238095","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:02:50.665","4126.1911342195271573","308174.90033702098299","10557","2.426815075271104849","0.066173504511535252703","0.066173504511535252703","0.066173504511535252703","22.098828164934182894","19.738186594174610633","33.902036018732040645","29.180752877212899676","3.213695598857624347","0.066173504511535252703","0.066173504511535252703","0.066173504511535252703","0.066173504511535252703","0.066173504511535252703","0.85305402809805475073","0.066173504511535252703","7.000562525148701809","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:02:52.679","0","12196.901949186622005","10570","1.5009236514331725232","0.72534037309799348492","0","0","65.874335753252438508","6.9300065997793698358","8.4811731564497172542","22.441672166482806716","3.0520902081035083953","0","0.72534037309799348492","3.0520902081035083953","0.72534037309799348492","0.72534037309799348492","0.72534037309799348492","0","7.1723757537924921479","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:02:54.665","0","2063.0679260581546259","10577","3.2137394665702867513","1.6399791326933810254","4.0006196335087391702","0.8530989657549281624","28.393904808600780143","0.8530989657549281624","29.180784975539232562","48.85278914900055014","11.869421302893268688","4.0006196335087391702","7.9350204682010039292","4.0006196335087391702","1.6399791326933810254","1.6399791326933810254","3.2137394665702867513","1.6399791326933810254","9.5579576649908908337","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:02:56.679","0","0","10575","1.4521343052898760817","0.67616685887483818362","0","0.67616685887483818362","7.6598738766102014708","0.67616685887483818362","20.075353019250840703","75.169041714718716207","1.4521343052898760817","0.67616685887483818362","1.4521343052898760817","0","0","0","0.67616685887483818362","1.4521343052898760817","6.9809060856407807449","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:02:58.663","0","0","10569","0.80363791037818543828","0.80363791037818543828","0.016365195381184971524","0.016365195381184971524","31.507273795261127702","6.3145469153571776033","41.741819090222108457","25.209092075285134626","1.590910625375185905","0.016365195381184971524","0.016365195381184971524","2.3781833403721863718","0.016365195381184971524","0.016365195381184971524","0.016365195381184971524","0.016365195381184971524","6.9049989323322407131","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:00.665","0","47065.578015387138294","10570","3.204382086251067463","0.081942798710776809656","0.081942798710776809656","0.081942798710776809656","25.061457099033081164","25.061457099033081164","34.428774961653950015","20.377798167722648515","1.6431624424809165852","0.081942798710776809656","0.081942798710776809656","0.081942798710776809656","0.081942798710776809656","0.081942798710776809656","0.081942798710776809656","0.081942798710776809656","6.9122812381565923445","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:02.680","0","0","10567","3.8276687127009600964","2.276502079034847803","1.5009187622017861052","1.5009187622017861052","4.6032520295340102479","0.72533544536873550967","30.1975014850248904","71.303417277176905031","3.0520853958678983986","1.5009187622017861052","0.72533544536873550967","1.5009187622017861052","0.72533544536873550967","1.5009187622017861052","1.5009187622017861052","1.5009187622017861052","7.9964253178787192411","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:04.664","0","114817.3955409386399","10567","2.377834110036280979","0.016007515924254533957","0.016007515924254533957","0.016007515924254533957","25.996100051156535216","0.80328304729493371639","6.3142117668896542426","70.083529807914345611","1.5905585786656017966","0.016007515924254533957","0.016007515924254533957","2.377834110036280979","0.016007515924254533957","0.016007515924254533957","0.016007515924254533957","0.80328304729493371639","6.9046709346993644374","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:06.680","0","4064.140793902518908","10564","3.1001406123937202963","0","0.77454398709116967225","0","13.177725988704768412","33.332896741326877077","43.410482117637926081","16.278521489108165099","0","0.77454398709116967225","1.5497428621920161795","1.5497428621920161795","0.77454398709116967225","0","0","0","7.1699322260367797099","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:08.665","0","0","10568","0.80318808350399173435","0.015911798452439285256","0.015911798452439285256","0.80318808350399173435","22.846924064947550903","14.974161214431990885","1.5904643685555441834","65.359843457731557237","0.80318808350399173435","0.015911798452439285256","0.015911798452439285256","0.015911798452439285256","0.80318808350399173435","0.80318808350399173435","0.80318808350399173435","0.015911798452439285256","6.8553751546588497234","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:10.679","0","2033.224960854462779","10573","0.72534037309799348492","0","0.72534037309799348492","0","17.788172496471776896","3.8276734864386874335","0","83.712751154961395628","2.2765069297683404592","0","0","0.72534037309799348492","0.72534037309799348492","0.72534037309799348492","0.72534037309799348492","0","6.9784824160751934841","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:12.664","0","0","10591","1.5921650811994036978","0.017639722498596910327","0.017639722498596910327","0.80490240184900585518","19.699206706258721056","23.635520103010744464","0.80490240184900585518","58.275077994428549744","1.5921650811994036978","1.5921650811994036978","0.017639722498596910327","0.017639722498596910327","0.017639722498596910327","0","0","0.017639722498596910327","6.6601666900872107391","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:14.665","0","151508.99417200428434","10598","1.5928881161497376873","0.81187929167473305014","0.030870467199728413021","0.030870467199728413021","31.271223446199812201","11.746002834324764663","37.519294041999827982","23.461135201449788923","1.5928881161497376873","0.030870467199728413021","0.030870467199728413021","0.81187929167473305014","0.030870467199728413021","0.030870467199728413021","0.030870467199728413021","0.81187929167473305014","6.8647001805842382538","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:16.680","0","0","10596","2.3248254349280128572","0.7744258386570335162","0.7744258386570335162","0.7744258386570335162","2.3248254349280128572","3.8752250311990033005","0","99.224800201864510996","0","0","0","1.5496256367925287378","0.7744258386570335162","0.7744258386570335162","0.7744258386570335162","0.7744258386570335162","7.1698216926354918499","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:18.666","0","0","10599","3.2137735858748572859","0.85313391723765841235","0.066254027691925454491","0.066254027691925454491","0.066254027691925454491","0.066254027691925454491","0.85313391723765841235","100","0.85313391723765841235","0.066254027691925454491","0.066254027691925454491","0","0","0","0","0.066254027691925454491","6.4596518712431887366","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:20.680","0","314237.00206840713508","10590","1.452183246024418839","2.2281503070793462484","3.7800844291891899651","0.67621618496949142951","20.85135977239755789","8.435886795518754866","15.419590345013078903","62.753581069363548295","3.7800844291891899651","2.2281503070793462484","1.452183246024418839","1.452183246024418839","3.0041173681342736579","0.67621618496949142951","1.452183246024418839","1.452183246024418839","8.1933977097127357325","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:22.678","0","0","10587","1.4966850100894935061","0","1.4966850100894935061","0","0.71491266889972537868","3.842002033658786786","32.767578657680132892","65.60201698765028766","2.2784573512792616334","0.71491266889972537868","0","0","0","0.71491266889972537868","0","0.71491266889972537868","6.871371106604873269","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:24.664","0","66010.227374996073195","10577","0.85262961488516975095","0.065745722939813955321","0","1.6395135068305255466","1.6395135068305255466","4.787049074611948285","0.85262961488516975095","100","2.4263973987758813422","1.6395135068305255466","1.6395135068305255466","4.0001651826665929335","1.6395135068305255466","0.85262961488516975095","1.6395135068305255466","1.6395135068305255466","7.7870432831465112855","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:26.665","0","165745.94743575018947","10578","2.424108625341603318","0.86289436334706648424","1.6435014943443349011","0.082287232349798067332","10.230179935314275497","2.424108625341603318","44.576893699194030773","50.041143616174899478","6.3271442803279338563","1.6435014943443349011","3.9853228873361290496","2.424108625341603318","4.7659300183333979106","0.86289436334706648424","0.86289436334706648424","1.6435014943443349011","8.4250265693687982349","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:28.680","2032.8691516175952074","73183.289458233426558","10593","1.5030064198572112844","1.5030064198572112844","0.72743954127341137195","0","49.588152892052903553","20.892178384452254392","33.301248441793077859","0","2.2785732984410111968","0","0","2.2785732984410111968","0","0","0","0","6.9804493612158236004","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:30.679","0","2049.6558144497034846","10590","2.2780417552762499689","0","0","0.71449042336066970194","29.640190063798897313","2.2780417552762499689","36.67617105741900474","35.112619725503421364","0.71449042336066970194","0","0.71449042336066970194","0","0","0.71449042336066970194","0.71449042336066970194","0","6.8221121882353745747","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:32.664","0","0","10595","0.8032880453841539925","0.016012553680855301508","0.016012553680855301508","0.8032880453841539925","3.1651145204940500655","34.656134188626062098","66.147153856758095003","0.8032880453841539925","0.8032880453841539925","0.016012553680855301508","0.8032880453841539925","0.8032880453841539925","0.016012553680855301508","0","0","0.016012553680855301508","6.7078542331589048331","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:34.679","0","95508.777528130915016","10595","2.3248496646101957097","0.77445045293734748881","0.77445045293734748881","0","14.728043357993037432","22.480039416357300297","35.658432715576559247","31.782434686394424261","0.77445045293734748881","1.5496500587737771504","0","1.5496500587737771504","0.77445045293734748881","1.5496500587737771504","0","0.77445045293734748881","7.2182965562929579661","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:36.664","0","0","10587","2.3778390287907513745","0.016012553680855301508","0.016012553680855301508","0.016012553680855301508","0.8032880453841539925","29.145205746702963268","71.658082298681179623","0.8032880453841539925","0.8032880453841539925","0","0.016012553680855301508","0.016012553680855301508","0.016012553680855301508","0.016012553680855301508","0.016012553680855301508","0","6.5110328409515023651","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:38.678","0","94797.518574086003355","10599","2.2775352743972354652","0","0","0","0.72638504065750675309","3.0531103912670998213","75.181596260164369028","25.544788780493131952","1.5019601575273711092","1.5019601575273711092","0","0.72638504065750675309","0","0","0","0","6.8825156331125185716","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:40.665","0","48706.975957574679342","10592","0.90185228846628717747","0.1153590526604686417","0.1153590526604686417","0.1153590526604686417","30.00210201328173909","0.90185228846628717747","22.137169655223509324","48.877939672621494083","0.1153590526604686417","0.90185228846628717747","0.1153590526604686417","0.90185228846628717747","0.1153590526604686417","0.1153590526604686417","0.1153590526604686417","0.1153590526604686417","6.6039257312801469268","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:42.680","0","0","10591","1.5008845375685253565","0","0","0","7.7055532281153915619","1.5008845375685253565","75.956908824130891844","17.012556263935685763","1.5008845375685253565","1.5008845375685253565","0","1.5008845375685253565","0","0.72530095125016291746","1.5008845375685253565","0","6.8814987699864822446","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:44.664","0","0","10595","3.9524287275375935558","0.80332803007980846388","0.016052855715364966471","0.016052855715364966471","26.783408784106519818","34.656160527750976996","40.954361922666549845","1.5906032044442519613","0.016052855715364966471","0.80332803007980846388","1.5906032044442519613","0.016052855715364966471","0.016052855715364966471","0.016052855715364966471","0.016052855715364966471","0.016052855715364966471","6.9539146999819001493","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:46.679","0","2033.1743972712574759","10596","0.72529109578332029429","0","0","0","42.606808914749727535","47.260310894634883994","6.9299604022968637196","5.3787930756684758649","0.72529109578332029429","1.5008747590975146657","0","1.5008747590975146657","0","0","0","0","6.6391152876201786626","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:03:48.664","0","45402.562298278993694","10599","1.5905982460263978773","0.01604781796282761519","0.01604781796282761519","0.01604781796282761519","1.5905982460263978773","1.5905982460263978773","0.01604781796282761519","100","0.80332303199461829735","0.80332303199461829735","0.01604781796282761519","0.01604781796282761519","0.01604781796282761519","0.01604781796282761519","0.01604781796282761519","0.80332303199461829735","6.7078871372330262091","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
