"(PDH-CSV 4.0) (W. Europe Standard Time)(-60)","\\LAPTOP-F92J163T\LogicalDisk(_Total)\Disk Read Bytes/sec","\\LAPTOP-F92J163T\LogicalDisk(_Total)\Disk Write Bytes/sec","\\LAPTOP-F92J163T\Memory\% Committed Bytes In Use","\\LAPTOP-F92J163T\Processor(0)\% Processor Time","\\LAPTOP-F92J163T\Processor(1)\% Processor Time","\\LAPTOP-F92J163T\Processor(2)\% Processor Time","\\LAPTOP-F92J163T\Processor(3)\% Processor Time","\\LAPTOP-F92J163T\Processor(4)\% Processor Time","\\LAPTOP-F92J163T\Processor(5)\% Processor Time","\\LAPTOP-F92J163T\Processor(6)\% Processor Time","\\LAPTOP-F92J163T\Processor(7)\% Processor Time","\\LAPTOP-F92J163T\Processor(_Total)\% Processor Time","\\LAPTOP-F92J163T\Processor Performance(PPM_Processor_0)\% of Maximum Frequency","\\LAPTOP-F92J163T\Processor Performance(PPM_Processor_1)\% of Maximum Frequency","\\LAPTOP-F92J163T\Processor Performance(PPM_Processor_2)\% of Maximum Frequency","\\LAPTOP-F92J163T\Processor Performance(PPM_Processor_3)\% of Maximum Frequency","\\LAPTOP-F92J163T\Processor Performance(PPM_Processor_4)\% of Maximum Frequency","\\LAPTOP-F92J163T\Processor Performance(PPM_Processor_5)\% of Maximum Frequency","\\LAPTOP-F92J163T\Processor Performance(PPM_Processor_6)\% of Maximum Frequency","\\LAPTOP-F92J163T\Processor Performance(PPM_Processor_7)\% of Maximum Frequency"
"10/31/2021 19:30:51.140"," "," ","47.217620733943213907"," "," "," "," "," "," "," "," "," ","39","39","39","39","39","39","39","39"
"10/31/2021 19:30:53.145","4084.8308470150068388","539197.67180598096456","47.216481051225329679","22.876510828898211969","4.1799073934795867302","13.52820911118890379","4.9589325366220293745","12.749183968046462923","6.5169828229069137748","8.0750331091917981752","22.097485685755767548","11.872781928451436428","41","39","41","40","40","44","42","42"
"10/31/2021 19:30:55.145","557250.00658979418222","202822.61269260893459","47.321639221003657383","3.0980031036646815679","1.5350676698528187281","15.601486574159562082","2.3165353867587556991","2.3165353867587556991","3.0980031036646815679","83.589177944975460832","3.8794708205706074367","14.429284998800662621","90","90","90","90","90","90","90","90"
"10/31/2021 19:30:57.132","593685.92695484124124","12368.45681155919192","47.33007898259211288","0.12712762876094796383","1.6999287684655084441","4.845531047874606756","0.91352819861322265282","3.272729908170057822","74.83518176472716732","25.291945864033781532","1.6999287684655084441","14.085740260120671152","90","90","90","90","90","90","90","90"
"10/31/2021 19:30:59.143","651833.3858326296322","2036.9793307269676461","47.301186678768416982","2.8716571128431289672","2.8716571128431289672","36.283807066025097754","0","0","44.831101240094895388","21.520298947177252558","0","13.361518144656070461","90","90","90","90","90","90","90","90"
"10/31/2021 19:31:01.146","654306.69707904220559","0","47.314123517673955632","17.317811263558070323","0.93737764596107941983","16.537790615101066294","0.93737764596107941983","16.537790615101066294","68.019153413263040875","14.977749318187072447","7.1775428336170783439","17.805322920810652931","90","90","90","90","90","90","90","90"
"10/31/2021 19:31:03.133","593513.72645896370523","53581.100305323117936","47.315940853980350767","3.3072675301691334404","6.4517466348790852848","3.3072675301691334404","4.8795070825241149137","1.7350279778141630693","74.84416716232043143","18.243543277541384384","1.7350279778141630693","14.312944396653948687","90","90","90","90","90","90","90","90"
"10/31/2021 19:31:05.136","621774.27356412215158","0","47.332019509592100803","0","37.579180809143593933","13.391113372686746175","0.90694953451546655998","1.6872097744011771425","33.677879609715077436","16.512154332229567189","0.12668929462976707967","12.903451971174561663","90","90","90","90","90","90","90","90"
"10/31/2021 19:31:07.142","718614.04111244739033","83702.203652302108821","47.350377530639612189","1.1008722012200933271","0","2.6583387807284419857","0","0.32213891146591899783","50.161069455732956612","50.939802745487128277","0","12.976552378024697632","74","76","75","74","74","75","77","75"
"10/31/2021 19:31:09.133","658383.56066399335396","67895.804693474317901","47.35025431666296214","52.909743373421413537","2.6801363050709237079","14.452700461715572544","1.1104610841849771319","0","39.567503995890817237","1.1104610841849771319","1.1104610841849771319","14.060281656494078462","74","90","74","75","74","90","74","75"
"10/31/2021 19:31:11.136","719858.89928380178753","4090.1073822943280902","47.313230262909371504","31.349546589967214771","0.14479503995231679525","31.349546589967214771","1.7050326174530616719","2.4851514062034341102","2.4851514062034341102","20.427883547461998859","18.867645969961255759","13.601846642276370858","90","90","90","90","90","90","90","90"
"10/31/2021 19:31:13.156","648915.97238205862232","2027.8624136939331493","47.311720961544594388","1.7510506417726556805","0.20382309282419575069","6.3927332886180465721","2.5246644162468911965","0.20382309282419575069","49.715104659174983226","51.262332208123439159","1.7510506417726556805","14.225571517387592735","90","90","90","90","90","90","90","90"
"10/31/2021 19:31:15.147","592312.66087593638804","39076.182488343023579","47.314955188733279101","0.3629337410182897905","1.9320213986400491812","14.484722659614124751","0","10.562003515559725386","62.341896217077774622","15.269266488425003558","0","12.91563500199236536","90","90","90","90","90","90","90","90"
"10/31/2021 19:31:17.136","791026.55911463347729","0","47.319852711474489126","0.99002432062184064776","0.20423086284899749643","4.9189916094860457463","0","0","87.427304675634516684","14.348513102760163562","0.99002432062184064776","13.464496720035246113","90","90","90","90","90","90","90","90"
"10/31/2021 19:31:19.148","621253.41736732400022","12211.369383141503931","47.320899983709885817","0","2.9489795735832213808","4.501795900405891615","0.61975508334921602938","0.61975508334921602938","47.204244888029265326","49.533469378263269789","0","13.042285697930566357","90","90","90","90","90","90","90","75"
"10/31/2021 19:31:21.142","692918.8174869583454","0","47.320437954580512496","30.246176010723814898","15.354910215260364481","16.138661046600542903","0.46364441979690473872","6.7336510705183645342","10.652405227219274408","38.867435155465813068","0.46364441979690473872","14.865062183668765527","90","75","90","90","90","90","90","90"
"10/31/2021 19:31:23.134","592164.29250039078761","0","47.328939299874228652","15.29065645650098304","1.1724325325844886514","11.36892758874640208","1.956778306135398271","0","74.9009352463706648","5.094161400339070056","0.38808675903356792958","13.623922942658527546","90","90","90","90","90","90","90","90"
"10/31/2021 19:31:25.142","652695.37114729115274","42833.133731540983717","47.331896295615450754","15.18733458884712384","1.959671176098509715","17.521628132273349365","14.409236741038377261","0","48.645542044623027778","10.518747501994674565","0.40347548048101922191","13.533877907210101199","90","90","90","90","90","90","90","90"
"10/31/2021 19:31:27.132","658612.65740047080908","37046.961978776489559","47.324164991109668676","1.8628238614743497514","1.0777264523661456153","5.0032134979071667402","0","0.29262904325794147908","42.687889135101016791","57.604739908156922468","1.0777264523661456153","13.541149078114756321","90","90","90","90","90","76","90","74"
"10/31/2021 19:31:29.145","651086.30206754372921","38658.249185260407103","47.266657568343603657","0","2.9761225262109114453","2.9761225262109114453","0.64754946683998060308","8.4094596647431014702","30.142808218871863346","61.966640030274675155","0","13.357673690189454163","90","90","90","90","90","90","90","90"
"10/31/2021 19:31:31.138","591974.85182788886596","22610.15059064853267","47.260743576861159454","5.9098122215777255661","0.42121793450309308326","10.614321610498834048","11.398406508652358937","17.67108569388050654","24.727849777262179032","46.682226925560712516","0.42121793450309308326","14.730769834876490165","90","90","90","90","90","90","90","90"
"10/31/2021 19:31:33.151","651085.55820184899494","0","47.255969268096606584","0","0.6517197510192973553","31.698057328825768764","0","4.5325119482451103892","41.788117041612871105","21.607997616038666422","0","12.488133468851014385","90","90","90","90","90","90","90","90"
"10/31/2021 19:31:35.137","594215.4302945054369","6189.7440655677655741","47.251687791955582441","0.82952606864968858602","0.82952606864968858602","13.422602123424331566","0.04245881522627614757","1.6165933220731121267","61.433704582252659065","30.738081698739470937","1.6165933220731121267","13.816135750136037785","74","78","75","90","74","75","74","75"
"10/31/2021 19:31:37.153","585035.51357317925431","34533.346287305721489","47.252457832743523625","0.81452107150866703833","2.364294179766346371","19.411798370600784835","3.1391807338951749351","0.81452107150866703833","44.98305465685245963","47.307714319238982625","0.81452107150866703833","14.956203163996939054","82","90","79","90","79","90","90","80"
