"(PDH-CSV 4.0) (W. Europe Daylight Time)(-120)","\\LAPTOP-F92J163T\LogicalDisk(_Total)\Disk Read Bytes/sec","\\LAPTOP-F92J163T\LogicalDisk(_Total)\Disk Write Bytes/sec","\\LAPTOP-F92J163T\Memory\% Committed Bytes In Use","\\LAPTOP-F92J163T\Processor(0)\% Processor Time","\\LAPTOP-F92J163T\Processor(1)\% Processor Time","\\LAPTOP-F92J163T\Processor(2)\% Processor Time","\\LAPTOP-F92J163T\Processor(3)\% Processor Time","\\LAPTOP-F92J163T\Processor(4)\% Processor Time","\\LAPTOP-F92J163T\Processor(5)\% Processor Time","\\LAPTOP-F92J163T\Processor(6)\% Processor Time","\\LAPTOP-F92J163T\Processor(7)\% Processor Time","\\LAPTOP-F92J163T\Processor(_Total)\% Processor Time"
"10/28/2021 18:19:17.491"," "," ","49.098428722726744411"," "," "," "," "," "," "," "," "," "
"10/28/2021 18:19:19.500","28552.160870394782251","587358.73790526413359","49.092518642799113593","15.222611670704788267","7.4448696221455890054","67.333483396051391878","6.6670954172896701451","19.111482694984381681","5.1115470075778324244","12.111514851281112826","17.555934285272545736","18.819816123724685042"
"10/28/2021 18:19:21.517","2030.1929744022208979","117751.19251532880298","49.155549087830713972","30.305077165475147183","1.6527200001704933641","64.378150551242853794","3.975884094654646983","14.817316535580737025","5.5246601576440905745","10.170988346612420017","27.981913070990994896","19.850838740296417484"
"10/28/2021 18:19:23.496","0","130396.77816145030374","49.169286887433678146","17.880527234304089745","16.301306604194554239","62.098704877371126543","5.2467621934277897111","13.932475659030242099","5.2467621934277897111","8.4052034536468696047","24.197409754742238874","19.163647786397596917"
"10/28/2021 18:19:25.503","0","6123.3700600990232488","49.256272066677055932","13.576378026676705346","0.34032781454610416816","62.627622930454784012","0","7.3476485150858366069","1.1189190034949669794","11.240604459830127126","17.469333971420997642","14.062996274023831234"
"10/28/2021 18:19:27.499","0","41039.70731955604424","49.712197587292692447","6.8500407267277356738","0.58785859070943358162","5.2844951927231598177","1.3706313577117268387","0.58785859070943358162","2.1534041247140089936","100","0.58785859070943358162","14.677768396750623836"
"10/28/2021 18:19:29.499","12285.71977041061109","38904.779272966938152","49.710531451206314557","6.2661550281808970908","0.017232030059621816775","42.197462267378213596","1.5794627795899351952","0.017232030059621816775","0.017232030059621816775","58.600885137446567796","2.3605781543550974355","13.882027432571996783"
"10/28/2021 18:19:31.511","0","34611.788715986251191","49.530273780583002008","4.4725605429611903219","0","28.548581869531950872","2.142622995228538052","75.147332824185014033","0.58933129674010320542","1.3659771459843206287","1.3659771459843206287","14.180633658513919215"
"10/28/2021 18:19:33.506","0","63654.041567428641429","49.531562684460439527","4.4377576358054167116","33.41974917248737853","8.3542429786002792014","2.0878664301284932669","17.753807801307942782","0.52127229301055511002","51.435581749343725733","0.52127229301055511002","14.816446300762409649"
"10/28/2021 18:19:35.503","0","0","49.52819895686772611","10.01712748079805948","0.62761034835959739198","30.361081267748069479","1.4100701093961331978","0.62761034835959739198","0.62761034835959739198","78.873586452013455528","2.1925298704326801058","15.592152026247784846"
"10/28/2021 18:19:37.491","35283.006492024906038","32965.144751672902203","49.76083006471414194","46.553664597660514346","4.1109864840379817252","33.978056267698285353","0","8.8268396077738167094","6.4689130459059001055","21.402447937736045702","13.54269273150965347","16.686594814000208942"
"10/28/2021 18:19:39.505","0","2033.4173474924575657","49.65183924642666824","8.4662023460155833021","1.4848109995252434246","18.550434290946061111","1.4848109995252434246","13.120463243675805742","2.2605211491352750208","4.5876515979653920141","3.8119414483553493156","6.7208569916654692378"
"10/28/2021 18:19:41.491","36607.507590353008709","6187.1843814681142248","49.413046578274347098","9.5218078689579215279","0.86737209990171981744","21.323311190398186454","1.6541389879977441701","3.2276727641897706711","13.455642309438008652","0.86737209990171981744","4.0144396522857945797","6.8664683628068328147"
"10/28/2021 18:19:43.504","0","197369.91787811441463","49.411914858364482939","20.054973863471701634","2.2031719106547109632","62.744065489773227284","1.4270066083583166083","7.636329026729448799","15.397982049693359485","2.2031719106547109632","16.950312654286136649","16.077127931067181521"
