"(PDH-CSV 4.0) (W. Europe Daylight Time)(-120)","\\LAPTOP-F92J163T\LogicalDisk(_Total)\Disk Read Bytes/sec","\\LAPTOP-F92J163T\LogicalDisk(_Total)\Disk Write Bytes/sec","\\LAPTOP-F92J163T\Memory\% Committed Bytes In Use","\\LAPTOP-F92J163T\Processor(0)\% Processor Time","\\LAPTOP-F92J163T\Processor(1)\% Processor Time","\\LAPTOP-F92J163T\Processor(2)\% Processor Time","\\LAPTOP-F92J163T\Processor(3)\% Processor Time","\\LAPTOP-F92J163T\Processor(4)\% Processor Time","\\LAPTOP-F92J163T\Processor(5)\% Processor Time","\\LAPTOP-F92J163T\Processor(6)\% Processor Time","\\LAPTOP-F92J163T\Processor(7)\% Processor Time","\\LAPTOP-F92J163T\Processor(_Total)\% Processor Time"
"10/28/2021 18:25:26.410"," "," ","49.338573182313375298"," "," "," "," "," "," "," "," "," "
"10/28/2021 18:25:28.417","4084.3907320028911272","267527.59294618939748","49.391040915947179712","20.561492059289363965","4.9853140316990396386","23.676727664807430074","13.55221194687371522","16.667447552391777776","5.7641229330785641594","12.773403045494202246","22.119109862048389914","15.012479883054552943"
"10/28/2021 18:25:30.419","8182.0077230682036316","110457.10426142073993","49.398271355172219899","2.4626577739078281404","0.90206029829035250245","1.6823590360990903214","0.90206029829035250245","2.4626577739078281404","11.826242627612682412","0.12176156048161468348","5.5838527251427798603","3.2429565117165659593"
"10/28/2021 18:25:32.433","97863.252785468575894","111843.71746910695219","49.467620567760341999","43.375301181343253631","0","20.880557815027557922","2.264218477386981121","19.329196203557508227","3.0398992831220050803","4.591260894592052999","7.6939841175321488365","12.638945530825063557"
"10/28/2021 18:25:34.418","0","0","49.54976449942909511","35.446789084242226409","11.829760700428415987","29.148914848558547419","7.1063550236656443104","44.893600437767759104","6.3191207442051862131","3.957417905823801263","8.6808235825865729396","18.422849050484614963"
"10/28/2021 18:25:36.421","0","0","49.647123750682716548","84.39510534627186189","18.074303067927278477","3.2496531468855560654","3.2496531468855560654","7.1508768103175857078","11.832345206436023943","1.6891636815127397675","6.3706320776311775589","17.001465312091902149"
"10/28/2021 18:25:38.433","35371.032780182162242","12214.457362940604071","49.79786243052172523","100","0","9.1392551966133268593","1.3733795723922526122","1.3733795723922526122","10.692430321457546682","0.59679200997013737151","4.4797298220806798241","15.934398852886976883"
"10/28/2021 18:25:40.423","37051.322222325521579","8233.627160516782169","49.89940276134279884","58.384162237066426826","8.1310751271089003467","21.479551390691366208","10.486688585388160178","22.264755876784459332","34.042823168180746052","13.627506529760502474","19.123937932412104601","23.442562605924088359"
"10/28/2021 18:25:42.409","55682.890290024115529","86617.829340037511429","50.004055316095254113","15.034335694883694146","1.6601107579672369496","42.569504682652869576","28.408560631800149565","13.460897467011168516","1.6601107579672369496","26.835122403927623935","20.541369492437521416","18.771248968579769212"
"10/28/2021 18:25:44.418","16311.420702442412221","330306.26922445883974","50.125243549729994186","5.1100402462853082852","1.2211074694937207319","8.2211864677185779726","9.7767595784352128163","1.9988940248520381537","1.2211074694937207319","100","1.9988940248520381537","16.193501149058299404"
"10/28/2021 18:25:46.427","0","4076.2700377632181699","50.244262639955685756","1.2589247626221045095","2.0364135440187780546","86.782690716256510655","6.7013462323988299829","2.0364135440187780546","3.5913911068121251446","15.253722827762272729","0.48143598122541986228","14.767793583371402022"
"10/28/2021 18:25:48.426","16395.559689358982723","55335.013951586566691","50.368185865312852911","1.4939348533546725761","3.839317356846227991","100","6.9664940281683023215","0.71214068552415410451","3.0575231890157095194","0.71214068552415410451","2.2757290211851910477","14.882158726581639741"
"10/28/2021 18:25:50.410","2594307.1643839101307","59858.703345307527343","50.614334724520880116","7.0891050631108782909","7.0891050631108782909","18.899812046613728711","20.474572977747442337","93.700956275465145495","0.7900613385760202334","7.0891050631108782909","2.3648222697097320832","19.687192512180583748"
"10/28/2021 18:25:52.412","4049932.9274022751488","26602.224748931763315","50.792297499904478286","7.8859609461454542867","2.4215687988828893396","11.008470744581199341","34.427294232849305899","100","0.079686450056082325233","6.3247060469275755423","8.6665883957543812244","21.351781953891769916"
"10/28/2021 18:25:54.415","1335854.5057101137936","100221.04617002193118","50.91232258149243961","42.264692106653399151","3.2543489354732724195","37.583450926111780177","43.825105833500607844","24.319934247910545366","5.594969525744075689","7.1553832525912852702","29.00117542845216434","24.124885028716601454"
"10/28/2021 18:25:56.421","63277.125814367325802","95936.287525008519879","51.038540678806263884","12.013934451309305373","12.013934451309305373","66.518576826604430607","36.930342394301362674","2.6702814726872858841","1.8916437244687833719","11.235296703090803305","2.6702814726872858841","18.243036437057313037"
"10/28/2021 18:25:58.426","1385675.8552168279421","116728.82319522403122","51.187864702937154959","36.080389094199375677","24.387777343138282049","52.450045545684901072","36.080389094199375677","10.356643241864970761","8.0181208916527584307","18.151717742572369474","11.915658142006446241","24.68009388412673033"
"10/28/2021 18:26:00.426","5119.7985359276108284","104443.89013292327581","51.291668473577978205","92.187747257799287581","7.0341923678115536589","5.4717418193714113528","26.564824223313333817","1.565615448271062693","1.565615448271062693","1.565615448271062693","0.78439017405098621083","17.092464023513652904"
"10/28/2021 18:26:02.417","0","2056.9299557097183424","51.409995963659604001","69.398669736633962657","0","34.874092003605618117","30.950844533943310921","0.34951427057727801895","1.1341637645097435438","0.34951427057727801895","0","17.023318527520480359"
