"(PDH-CSV 4.0) (W. Europe Standard Time)(-60)","\\LAPTOP-RSREGGEF\LogicalDisk(_Total)\Disk Read Bytes/sec","\\LAPTOP-RSREGGEF\LogicalDisk(_Total)\Disk Write Bytes/sec","\\LAPTOP-RSREGGEF\Memory\Available MBytes","\\LAPTOP-RSREGGEF\Processor(0)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(1)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(10)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(11)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(12)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(13)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(14)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(15)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(2)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(3)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(4)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(5)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(6)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(7)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(8)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(9)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(_Total)\% Processor Time","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_0)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_1)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_10)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_11)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_12)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_13)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_14)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_15)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_2)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_3)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_4)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_5)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_6)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_7)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_8)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_9)\% of Maximum Frequency"
"11/01/2021 21:08:59.061"," "," ","8719"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"11/01/2021 21:09:01.075","258214.68652617328917","182478.48910018938477","8699","10.803061598816189104","3.8224316369844024699","3.8224316369844024699","2.2711805343551216829","0","7.7005593935576150955","2.2711805343551216829","1.4955549830404812894","9.2518104961868967706","1.4955549830404812894","6.1493082909283351967","3.0468060856697620764","5.3736827396136943591","1.4955549830404812894","2.2711805343551216829","4.5980571882990535215","4.1132874957247489434","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"11/01/2021 21:09:03.072","45393.41763386810635","872220.41453551081941","8667","10.775419087543481211","2.9487014636437769433","3.7313732260337517666","3.7313732260337517666","3.7313732260337517666","9.2100755627635422229","8.4274038003735682878","3.7313732260337517666","16.254121424273261454","2.1660297012538132222","9.9927473251535054999","1.3833579388638383989","6.0793885132036651342","0.60068617647387467784","4.5140449884237270339","3.7313732260337517666","5.6880526320086772785","100","100","100","77","100","100","100","100","100","100","100","100","96","100","100","100"
"11/01/2021 21:09:05.067","36960.500169893573911","922985.82368706457783","8687","3.6582180824532795071","1.3084185234887191207","2.0916850431435762836","2.8749515627984223443","1.3084185234887191207","6.0080176414178287914","3.6582180824532795071","2.0916850431435762836","13.840682837966344465","0.52515200383387306005","8.3578172003823887337","1.3084185234887191207","5.2247511217629831748","2.0916850431435762836","2.0916850431435762836","3.6582180824532795071","3.7561301570894212176","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34"
"11/01/2021 21:09:07.076","17534483.046054445207","305499.21782410534797","8670","2.0274434629301452127","21.466442775840832269","2.8050034354465736008","1.2498834904137168245","4.3601233804794308213","19.911322830807975492","2.0274434629301452127","4.3601233804794308213","6.6928032980287159859","2.8050034354465736008","4.3601233804794308213","19.133762858291547104","2.0274434629301452127","4.3601233804794308213","2.0274434629301452127","3.582563407963001989","6.4498114522814837812","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"11/01/2021 21:09:09.092","796439.26916943152901","26412.526783680128574","8500","64.342470441954418447","89.922872081421900248","65.892797814043362337","67.443125186132306226","66.667961500087841387","68.993452558221250115","67.443125186132306226","67.443125186132306226","65.117634127998897497","65.117634127998897497","66.667961500087841387","75.969925732621462089","66.667961500087841387","67.443125186132306226","67.443125186132306226","66.667961500087841387","68.702769896740250033","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"11/01/2021 21:09:11.077","379631.17248721723445","154225.16382293199422","8491","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"11/01/2021 21:09:13.058","74463.381742240933818","1117726.386360095581","8576","55.832493393550549854","69.240486470508415096","55.043787918435384654","56.621198868665722159","55.832493393550549854","85.803301447926955348","55.832493393550549854","55.832493393550549854","66.874370045162919496","59.776020769126404275","62.93084266958707218","61.35343171935674178","60.56472624424156237","63.719548144702244485","62.142137194471899875","58.198609818896059664","61.599901549365846165","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"11/01/2021 21:09:15.059","36849.615752491015883","2235543.3556511215866","8563","7.8514189532051137377","23.469822520458482273","0.82313734794109416626","6.2895785964797727985","5.508658418117107658","7.0704987748424485972","78.134235005845283695","2.3849777046664355495","25.031662877183823213","3.1658978830291006901","11.756019845018460757","12.536940023381127673","3.9468180613917658306","6.2895785964797727985","2.3849777046664355495","4.7277382397544425174","12.585744410848075603","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"11/01/2021 21:09:17.059","0","7206380.1159185003489","8560","5.5023061310928493839","21.12175966314361375","0.035497394875083632115","2.3784154246827005075","4.7213334544903062806","3.9403607778877747236","63.29428419968069619","17.216896280130921326","19.559814309938538202","0.035497394875083632115","4.7213334544903062806","9.4071695141055400313","5.5023061310928493839","7.064251484297923156","3.9403607778877747236","0.035497394875083632115","10.529820860612392863","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
