"(PDH-CSV 4.0) (W. Europe Standard Time)(-60)","\\LAPTOP-F92J163T\LogicalDisk(_Total)\Disk Read Bytes/sec","\\LAPTOP-F92J163T\LogicalDisk(_Total)\Disk Write Bytes/sec","\\LAPTOP-F92J163T\Memory\% Committed Bytes In Use","\\LAPTOP-F92J163T\Processor(0)\% Processor Time","\\LAPTOP-F92J163T\Processor(1)\% Processor Time","\\LAPTOP-F92J163T\Processor(2)\% Processor Time","\\LAPTOP-F92J163T\Processor(3)\% Processor Time","\\LAPTOP-F92J163T\Processor(4)\% Processor Time","\\LAPTOP-F92J163T\Processor(5)\% Processor Time","\\LAPTOP-F92J163T\Processor(6)\% Processor Time","\\LAPTOP-F92J163T\Processor(7)\% Processor Time","\\LAPTOP-F92J163T\Processor(_Total)\% Processor Time","\\LAPTOP-F92J163T\Processor Performance(PPM_Processor_0)\% of Maximum Frequency","\\LAPTOP-F92J163T\Processor Performance(PPM_Processor_1)\% of Maximum Frequency","\\LAPTOP-F92J163T\Processor Performance(PPM_Processor_2)\% of Maximum Frequency","\\LAPTOP-F92J163T\Processor Performance(PPM_Processor_3)\% of Maximum Frequency","\\LAPTOP-F92J163T\Processor Performance(PPM_Processor_4)\% of Maximum Frequency","\\LAPTOP-F92J163T\Processor Performance(PPM_Processor_5)\% of Maximum Frequency","\\LAPTOP-F92J163T\Processor Performance(PPM_Processor_6)\% of Maximum Frequency","\\LAPTOP-F92J163T\Processor Performance(PPM_Processor_7)\% of Maximum Frequency"
"10/31/2021 17:51:19.362"," "," ","47.651036257774343596"," "," "," "," "," "," "," "," "," ","44","44","44","44","44","44","44","44"
"10/31/2021 17:51:21.317","240992.74028811379685","230514.79505819582846","47.789245016823812762","15.289523657839543702","3.3021920999866449797","31.272632401643395639","9.6954355975081956132","16.887834532219926587","5.6996584115572286322","8.0971247231278020706","14.490368220649351372","13.091843648269108513","39","39","39","39","39","39","40","39"
"10/31/2021 17:51:23.328","0","128325.79219723407004","47.653746848845329964","20.740982176256938629","3.6458999005476444566","29.288523314111579054","23.849178953658622504","22.295080564957782343","5.1999982892484979402","26.180326536709898733","24.626228148009044361","19.478278478716216426","74","74","74","74","74","74","74","74"
"10/31/2021 17:51:25.315","1263441.1659183348529","302978.55039150931407","47.68359401442194212","20.586128592576613983","3.2880575929398303536","29.235164092394995805","6.4331614110556101238","18.227300728989771272","2.5017816384108826355","30.807716001452888577","29.235164092394995805","17.539308010735421561","90","90","90","90","90","90","90","90"
"10/31/2021 17:51:27.323","1793111.7420333449263","4081.0509064770299119","47.927607793344094489","27.610058118194778842","5.8152369064684794608","27.610058118194778842","7.3720098501632191912","26.053285174500050658","6.5936233783158488819","22.161352815263214211","36.172309308515828263","19.923490463283677343","39","39","39","39","39","39","39","39"
"10/31/2021 17:51:29.335","11788346.092074096203","25072494.407311674207","51.860628149439726542","23.144043229230561565","5.2886189289507834488","32.459916777202614924","10.722878498601151165","20.038752046573204524","26.249334411887915053","17.70978365958019296","36.341530755524296126","21.494358530560308651","90","90","90","90","90","90","90","90"
"10/31/2021 17:51:31.331","139613.02558330699685","4106.2654583325584099","52.505222464097947466","13.068668121023153006","1.32119084008033294","17.767659033400274637","39.696283291160206375","3.6706862962688990848","27.94880601021738542","6.0201817524574536833","31.864631770531659072","17.669764642456662784","74","74","74","74","74","74","75","74"
"10/31/2021 17:51:33.315","68100.669564888376044","96991.862713628899655","53.348058753960778233","19.702152042784803143","2.3830083657383926976","26.787256274303793191","4.7447097762447265623","14.191515418270039817","21.276619649789029864","17.340450632278482601","46.468101361856540166","19.111724171010060047","79","79","79","79","79","79","79","80"
"10/31/2021 17:51:35.326","52958.876310669533268","40737.597162053491047","53.988032777325258849","5.201162759645006517","2.0930041616005756744","9.8634006567116401243","41.722026286667016848","5.201162759645006517","0.53892486257836047514","54.931700328355816509","2.0930041616005756744","15.205549490363933884","69","70","69","69","69","70","70","69"
"10/31/2021 17:51:37.329","0","0","54.12867489599825177","14.190030776260320167","0.92849007804600702798","29.791843362394811123","4.828943224579629323","29.011752733088080447","1.7085807073527359279","11.06966825903342766","31.352024621008254712","15.360166720220414405","90","90","90","90","90","90","90","90"
"10/31/2021 17:51:39.318","0","0","54.182393675246828479","12.813485631762965511","14.384413818578057231","10.45709335154034747","0.2460601372423210087","5.744308791095109612","19.882662472430833844","52.872154395547553918","2.6024524174649399377","14.875327620215216484","90","90","90","90","90","90","90","78"
"10/31/2021 17:51:41.322","0","2044.8398023274928619","54.216984346093845204","5.6145330729421853988","0.93426198565006446373","7.9546686165882452002","0.15421680443471474931","4.0544427105114744236","0","34.476204777910282928","63.33787648287836447","14.48754825733912277","90","90","90","90","90","90","90","90"
"10/31/2021 17:51:43.334","0","12211.004124046034121","54.239962681718154158","9.9420767312387354764","1.4021012488562023535","49.536508513194121406","25.469304881025156106","35.562003178386333957","0.62573984136687910151","3.7311854713241610071","0","15.764787287408644545","90","90","90","90","90","90","90","90"
