"(PDH-CSV 4.0) (W. Europe Standard Time)(-60)","\\LAPTOP-RSREGGEF\LogicalDisk(_Total)\Disk Read Bytes/sec","\\LAPTOP-RSREGGEF\LogicalDisk(_Total)\Disk Write Bytes/sec","\\LAPTOP-RSREGGEF\Memory\Available MBytes","\\LAPTOP-RSREGGEF\Processor(0)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(1)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(10)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(11)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(12)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(13)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(14)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(15)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(2)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(3)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(4)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(5)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(6)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(7)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(8)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(9)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(_Total)\% Processor Time","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_0)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_1)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_10)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_11)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_12)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_13)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_14)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_15)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_2)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_3)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_4)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_5)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_6)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_7)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_8)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_9)\% of Maximum Frequency"
"10/31/2021 21:41:16.664"," "," ","8462"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","81","47","49","72","52","56","51","50","64","53","45","72","39","40","81","61"
"10/31/2021 21:41:18.663","13318.607361111848149","3714866.9454916585237","8482","4.6409695610973411561","5.4226009581375240742","1.5144439729365966052","3.8593381640571466917","1.5144439729365966052","0","3.8593381640571466917","0.73281257589641324302","10.894020737418818712","3.0777067670169633296","3.0777067670169633296","4.6409695610973411561","3.0777067670169633296","3.0777067670169633296","3.0777067670169633296","3.8593381640571466917","3.5173763037674277143","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/31/2021 21:41:20.676","4069.4234095966066889","4303923.9335746113211","8511","7.636072090930568379","7.636072090930568379","4.5314022452475626324","8.4122395523513198157","12.293076859455076999","7.636072090930568379","22.383253857924845676","10.740741936613574126","16.950081627979585619","4.5314022452475626324","6.0837371680890655057","8.4122395523513198157","9.1884070137720712523","2.2028998609853078783","13.069244320875828436","3.7552347838268107516","9.0913873229624080352","44","39","39","47","39","39","39","39","42","40","38","41","71","38","38","42"
"10/31/2021 21:41:22.666","32922.212582066284085","4238734.8699410343543","8443","5.8053163178047206827","3.4504492257498409202","5.0203606204531014967","5.0203606204531014967","8.9451391072112311775","8.1601834098596111033","32.493810027760048342","9.7300948045628601335","8.9451391072112311775","4.2354049231014716526","3.4504492257498409202","5.0203606204531014967","1.880537831046591446","4.2354049231014716526","6.590272015156351415","8.9451391072112311775","7.6205257399657995165","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/31/2021 21:41:24.661","0","67754.028735110769048","8442","7.5824079210009109886","2.883208323763675196","6.0160080552551731259","6.0160080552551731259","2.1000083908908062647","2.1000083908908062647","4.449608189509424605","1.3168084580179262311","10.715207652492409807","3.6664082566365441274","2.883208323763675196","0.53360852514505729971","8.365607853873790134","1.3168084580179262311","1.3168084580179262311","3.6664082566365441274","4.0580082230729841442","99","87","88","87","90","87","88","87","100","89","100","88","89","92","93","92"
"10/31/2021 21:41:26.667","100342.21854861933389","8017930.5065707201138","8454","4.1593698961358116506","7.2761383547980562625","1.0426014374735559365","4.9385620108013732477","9.6137146987947517118","1.8217935521391281917","4.1593698961358116506","1.8217935521391281917","15.847251616119251594","0","1.8217935521391281917","4.1593698961358116506","2.6009856668046893446","2.6009856668046893446","3.3801777814702504976","4.1593698961358116506","4.305469040989295948","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/31/2021 21:41:28.663","2051.9400326537002002","4781020.2760831210762","8456","7.6331744264903083064","5.284865301740060417","1.3710167604896517091","3.7193258852398991543","3.7193258852398991543","0.58824705223956552658","3.7193258852398991543","5.284865301740060417","18.591950341991459794","1.3710167604896517091","2.1537864687397378916","2.1537864687397378916","2.9365561769898129718","2.9365561769898129718","3.7193258852398991543","3.7193258852398991543","4.3064006615643908304","100","100","100","100","100","100","100","100","100","100","100","99","100","100","100","100"
