"(PDH-CSV 4.0) (W. Europe Standard Time)(-60)","\\LAPTOP-RSREGGEF\LogicalDisk(_Total)\Disk Read Bytes/sec","\\LAPTOP-RSREGGEF\LogicalDisk(_Total)\Disk Write Bytes/sec","\\LAPTOP-RSREGGEF\Memory\Available MBytes","\\LAPTOP-RSREGGEF\Processor(0)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(1)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(10)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(11)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(12)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(13)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(14)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(15)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(2)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(3)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(4)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(5)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(6)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(7)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(8)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(9)\% Processor Time","\\LAPTOP-RSREGGEF\Processor(_Total)\% Processor Time","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_0)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_1)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_10)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_11)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_12)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_13)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_14)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_15)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_2)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_3)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_4)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_5)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_6)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_7)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_8)\% of Maximum Frequency","\\LAPTOP-RSREGGEF\Processor Performance(PPM_Processor_9)\% of Maximum Frequency"
"10/31/2021 21:21:43.320"," "," ","9130"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","100","98","68","66","100","90","79","76","59","55","69","100","91","67","50","54"
"10/31/2021 21:21:45.304","4126.8918489352045071","342789.95420218043728","9123","3.166270850270047621","1.5917386689736301442","0.017206487677212667364","0","1.5917386689736301442","0.017206487677212667364","0.017206487677212667364","0.017206487677212667364","5.5280691222146849384","2.3790047596218388826","0.80447257832542140576","0.80447257832542140576","2.3790047596218388826","0.017206487677212667364","1.5917386689736301442","4.7408030315664762","1.4933316672683494275","37","100","100","86","100","100","100","100","77","100","100","78","100","100","84","56"
"10/31/2021 21:21:47.311","0","148262.51624125771923","9123","3.4627404294704788867","4.2412667163295836303","3.4627404294704788867","1.9056878557522582973","1.9056878557522582973","2.6842141426113630409","3.4627404294704788867","0.34863528203403770789","5.0197930031886990321","2.6842141426113630409","2.6842141426113630409","0.34863528203403770789","1.9056878557522582973","1.9056878557522582973","2.6842141426113630409","1.1271615688931535537","2.4895800796124745169","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34"
"10/31/2021 21:21:49.317","16336.723156856374771","232798.30498520334368","9120","7.290965090395761905","4.1746950094006640697","0.27935740815678844484","1.8374924486543431357","0.27935740815678844484","1.0584249284055657903","2.6165599689031093789","0.27935740815678844484","15.860707813132290056","2.6165599689031093789","2.6165599689031093789","1.0584249284055657903","3.3956274891518867243","1.0584249284055657903","2.6165599689031093789","1.8374924486543431357","3.0547873188050966853","100","100","100","100","100","100","100","100","100","52","100","100","100","100","100","100"
"10/31/2021 21:21:51.320","2045.2082906832172284","71326.639137577207293","9122","3.2642800895270940309","3.2642800895270940309","0.14377299564087842043","0.14377299564087842043","0.14377299564087842043","0.14377299564087842043","1.7040265425839917768","0","9.5052942772995479004","2.484153316055548455","0.14377299564087842043","1.7040265425839917768","1.7040265425839917768","1.7040265425839917768","0.92389976911243509861","1.7040265425839917768","1.7527863382302166784","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/31/2021 21:21:53.313","0","17726.330208595976728","9123","5.9170168017154693985","4.3489670817440595485","1.9968925017869509908","1.9968925017869509908","1.2128676418012407368","1.2128676418012407368","1.9968925017869509908","0.42884278181554158493","9.837141101643997132","0.42884278181554158493","1.2128676418012407368","1.9968925017869509908","3.5649422217583603967","1.2128676418012407368","2.7809173617726501426","1.9968925017869509908","2.6339120733054444123","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/31/2021 21:21:55.316","0","103004.33126783199259","9135","7.1794843634715332925","7.9594886965516087329","0.93944969883096307584","0.93944969883096307584","0.15944536575089873764","0.15944536575089873764","2.4994583649911139567","0.15944536575089873764","10.299501695791823508","2.4994583649911139567","0.93944969883096307584","4.0594670311512537353","2.4994583649911139567","0.93944969883096307584","3.2794626980711782949","0.93944969883096307584","2.8407083887032391623","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/31/2021 21:21:57.317","1288100.009905355284","2047.0401428770048824","9135","6.2966548955275207788","4.7349324771196465989","0.83062643109995670798","1.6114876403038880248","0.83062643109995670798","15.666989405974762306","3.1732100587117728629","0.049765221896014288916","7.8583773139353940707","3.1732100587117728629","0.83062643109995670798","7.0775161047314512075","1.6114876403038880248","1.6114876403038880248","3.9540712679157041798","2.3923488495078304439","3.8564648661431499832","76","38","35","35","100","60","100","67","63","35","65","45","35","42","77","40"
"10/31/2021 21:21:59.326","3052973.2244313368574","75451.287837661831873","8933","77.439996614443629142","75.884134311991473965","69.660685102182810624","74.328272009539304577","76.662065463217544448","91.442757336513096789","82.885514673026207788","78.995858916895784319","75.884134311991473965","74.328272009539304577","74.328272009539304577","71.994478555861050495","71.216547404634980012","73.550340858313219883","73.550340858313219883","73.550340858313219883","75.981374461204893578","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10/31/2021 21:22:01.519","400972.08776400418719","3840007.1102608586662","8874","99.288520296614862559","100","98.577040593229725118","100","100","99.288520296614862559","100","100","99.288520296614862559","100","98.577040593229725118","99.288520296614862559","100","98.577040593229725118","98.577040593229725118","99.288520296614862559","99.421923310183331068","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
