"(PDH-CSV 4.0) (W. Europe Daylight Time)(-120)","\\LAPTOP-M8MF5JT2\LogicalDisk(_Total)\Disk Read Bytes/sec","\\LAPTOP-M8MF5JT2\LogicalDisk(_Total)\Disk Write Bytes/sec","\\LAPTOP-M8MF5JT2\Memory\% Committed Bytes In Use","\\LAPTOP-M8MF5JT2\Processor(_Total)\% Processor Time","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_0)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_1)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_10)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_11)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_2)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_3)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_4)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_5)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_6)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_7)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_8)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_9)\% of Maximum Frequency"
"10/27/2021 01:20:28.741","0","0","43.095023078633246882","9.0420358150814390541","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:20:30.729","0","0","43.099963791458861806","9.351932530375506758","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:20:32.739","0","0","43.100396553776320729","9.1903628369512713192","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:20:34.734","0","0","43.103606194049028488","8.4244857864733226904","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:20:36.727","0","14388.308696265272374","43.109845193827020182","9.5654635950591089255","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:20:38.734","0","32646.154756601932604","43.10023424753459409","8.6787348550943157477","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:20:40.720","0","14434.709596368325947","43.112297505864944469","9.0106090502260922648","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:20:42.728","0","40795.644547031144612","43.100180160976059085","9.1524416064404761073","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:20:44.734","0","46966.442335366060433","43.100270313001296074","8.668561429288669018","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:20:46.726","0","0","43.105824115477922476","9.1767642962101270143","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:20:48.736","0","2037.8772523245286266","43.109917324760445467","8.6582580646284768022","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:20:50.730","0","0","43.115885821896576147","9.4656331118269765312","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:20:52.739","0","40781.671944006848207","43.11942005136968703","8.7317119505072255947","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:20:54.732","0","22607.45503107948025","43.120916686747435165","8.7950800449053119223","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:20:56.736","0","0","43.126001661439893553","8.4305871474582012581","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:20:58.732","0","41026.60464130492619","43.156655655046144204","9.0948606083443692683","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:00.720","0","6183.7450940301150695","43.208605177516254514","8.920543196916808526","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:02.734","0","2033.4216882195628386","43.175426717655604136","9.0481951462846978984","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:04.727","0","0","43.191709402760423586","9.6408558035127818187","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:06.738","0","0","43.205215209909994201","8.963802560360434768","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:08.727","0","37069.792955592973158","43.204926709459378742","9.4557160041600081257","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:10.741","0","0","43.203484160640151401","9.2309397262159365027","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:12.736","0","32844.860257488544448","43.217621055249502149","9.0972735227697558713","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:14.727","18516.272183776411111","41147.271519503141462","43.468406899708419644","13.733678469362498475","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:16.737","16299.616883394666729","158921.26461309799924","43.31089939067859973","12.951901498560369319","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:18.733","0","0","43.318617004742520749","8.9792942632146104387","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:20.729","0","0","43.3064455500120431","9.4554078235235543559","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:22.741","0","67189.667202670883853","43.306066874253112076","9.0632801632641424305","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:24.737","0","0","43.306571767503996284","8.9478229377104145925","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:26.730","0","2055.0540758681208899","43.306896356704385198","9.7162856042797294265","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:28.738","0","65283.486737473780522","43.316489235338870856","8.6219498631771358532","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:30.734","0","0","43.347089165669657973","9.0685739895343235872","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:32.729","0","41052.752536443214922","43.306698008279013834","9.8892834783841028212","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:34.744","0","36597.673242165772535","43.306517680945461279","8.8619935469513517745","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:36.743","0","40988.107594783126842","43.305237415084903319","9.2506860726624182689","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:38.742","0","32783.017900500221003","43.304119455466071997","9.13667029971988498","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:40.727","0","0","43.307455336513797306","9.3003791966703950322","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:42.742","0","12198.059438439582664","43.305075132126233939","9.0029816081962028562","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:44.732","0","0","43.297844390221371214","9.5701383309021554879","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:46.741","0","40772.193085599457845","43.333962034279004172","8.7534927917418681176","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:48.736","0","0","43.337784764202723409","9.0149896100074737859","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:50.720","0","82571.064587163316901","43.303506365815067625","9.2457186596126774702","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:52.728","0","55077.266145230831171","43.332483419993074847","9.6022498235228468388","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:54.730","0","0","43.29595105799286614","9.5105284312483782116","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:56.734","0","4086.2410348485227587","43.296780517161074897","8.2250966723733220931","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:21:58.721","0","0","43.299719701358050372","9.4400264109049665251","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:22:00.733","0","6108.5110777659492669","43.303037538030892506","9.0571276725257998663","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:22:02.725","0","39075.846980180249375","43.289459623230960972","9.3209010200302593319","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:22:04.736","0","0","43.293967573739116972","8.8989672938938895186","100","100","100","100","100","100","100","100","100","100","100","100"
