"(PDH-CSV 4.0) (W. Europe Daylight Time)(-120)","\\LAPTOP-M8MF5JT2\LogicalDisk(_Total)\Disk Read Bytes/sec","\\LAPTOP-M8MF5JT2\LogicalDisk(_Total)\Disk Write Bytes/sec","\\LAPTOP-M8MF5JT2\Memory\% Committed Bytes In Use","\\LAPTOP-M8MF5JT2\Processor(_Total)\% Processor Time","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_0)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_1)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_10)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_11)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_2)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_3)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_4)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_5)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_6)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_7)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_8)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_9)\% of Maximum Frequency"
"10/26/2021 23:27:53.616"," "," ","39.854714423384216104"," ","49","45","56","39","39","34","60","39","84","38","46","45"
"10/26/2021 23:27:55.622","0","112312.00402344991744","39.862251710114591674","1.5920685719356453269","34","34","34","34","34","34","34","48","34","34","34","34"
"10/26/2021 23:27:57.627","4087.0328455851440594","331049.66049239668064","39.942907807403919662","0.93563201371041904153","100","100","100","100","97","100","96","83","92","83","85","93"
"10/26/2021 23:27:59.615","47377.400766603845113","78275.705614388949471","39.905419768743549014","1.2488399436866304271","35","38","58","34","38","67","35","34","35","34","34","72"
"10/26/2021 23:28:01.625","0","16300.983978890702929","39.906844273187878969","1.8058895226262583478","34","34","34","34","34","34","34","34","34","34","34","34"
"10/26/2021 23:28:03.621","593166.19967275601812","10262.390997798547687","39.956684070629229666","1.4138011104682712826","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:28:05.631","0","0","39.953979300324334645","0.55038926550113886904","95","95","95","96","95","96","95","96","95","96","96","96"
"10/26/2021 23:28:07.615","105281.73129420538316","0","39.961083824737251291","1.2976991662839498787","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:28:09.616","347181.03544381255051","92104.032984357050736","40.045202020566264878","5.2657344914716190942","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:28:11.617","0","344490.80742332420778","40.081283599157188746","5.7612815552459668567","100","82","81","100","100","100","100","34","72","100","57","100"
"10/26/2021 23:28:13.625","0","405891.86169647524366","40.138137745703140524","5.9806503537588433517","100","100","100","100","100","34","100","100","100","100","100","100"
"10/26/2021 23:28:15.620","0","51325.040630235409481","40.148163409938142365","3.280543525064849586","35","36","34","34","36","49","34","34","34","34","34","34"
"10/26/2021 23:28:17.626","0","16337.492875904807079","40.133792101436711164","1.5807051028889795852","100","100","100","76","100","100","97","100","100","83","100","100"
"10/26/2021 23:28:19.615","0","72051.81257100077346","40.133900297836845539","0.98786369475275526142","100","100","100","58","85","34","67","100","69","100","100","66"
"10/26/2021 23:28:21.619","26827.250917882713111","462195.20867095078574","40.137218134509680567","2.1449746699109040193","92","100","92","95","98","100","98","100","100","86","91","94"
"10/26/2021 23:28:23.627","0","79560.152050017146394","40.171586684922587551","3.9549407598116204099","100","100","100","92","100","100","100","100","100","94","100","100"
"10/26/2021 23:28:25.613","0","55680.739993167793727","40.155303999817768101","1.3334247679443911316","34","34","34","34","34","34","34","34","34","34","34","34"
"10/26/2021 23:28:27.618","0","134851.05955472850474","40.210012379151308437","4.3346581718983534515","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:28:29.631","0","89538.959612376755103","40.211833580446395331","1.1463659681086979525","76","57","100","75","59","55","100","79","84","56","100","100"
"10/26/2021 23:28:31.620","0","378880.64553849119693","40.181161542465247294","1.6839112297949099251","51","59","34","56","60","35","34","49","43","79","35","38"
"10/26/2021 23:28:33.621","2303.2630709804398066","235700.58759699834627","40.182712287684601904","2.2489747466543419385","42","75","34","58","49","44","82","38","42","60","56","42"
"10/26/2021 23:28:35.632","0","2035.8688681752041703","40.179628841620782964","1.2983466374417163003","91","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:28:37.625","0","398761.03779719938757","40.182694243309711624","1.7302517078738088863","34","34","34","34","34","33","34","34","38","34","34","34"
"10/26/2021 23:28:39.622","0","51293.258838557318086","40.153572950547925302","1.1196309430160478193","38","38","38","40","39","39","38","38","38","39","38","38"
"10/26/2021 23:28:41.633","0","0","40.149605958757369706","0.84324354095280940058","39","40","42","42","40","42","40","38","39","40","39","38"
"10/26/2021 23:28:43.626","0","12334.775318222998976","40.145368487608010355","0.53221919211376977898","100","100","100","100","100","100","100","44","100","65","100","53"
"10/26/2021 23:28:45.624","0","75834.938914524376742","40.137795158693982955","0.70750546430834448941","38","38","38","38","38","38","37","38","37","38","38","38"
"10/26/2021 23:28:47.616","0","41118.728571969950281","40.134693691538345206","2.7493938463831968377","38","38","37","38","38","38","38","38","38","38","38","38"
"10/26/2021 23:28:49.619","0","47034.466596307349391","40.168881914617699636","4.3719511567992475065","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:28:51.628","0","28550.725085056204989","40.15588102400207049","0.48456256877262848803","73","97","77","76","82","76","75","77","76","93","72","97"
"10/26/2021 23:28:53.623","0","0","40.135505106331663683","1.6581754877499688128","38","38","38","38","38","38","37","38","38","38","38","38"
"10/26/2021 23:28:55.616","0","51372.377443894118187","40.141599844242819017","0.83772789167658734399","38","40","40","40","40","41","39","40","39","41","39","38"
"10/26/2021 23:28:57.620","0","803821.36928074259777","40.408542133031538413","4.2861491613423563507","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:28:59.635","0","187065.30432339812978","40.414330349400252373","1.6236652320031241814","38","38","38","38","38","39","38","38","38","38","38","38"
"10/26/2021 23:29:01.632","0","71774.174894879572093","40.413987739108037545","0.84386434365111284706","34","34","34","34","34","34","34","34","34","34","34","34"
"10/26/2021 23:29:03.627","0","90323.890815463993931","40.410255161209555297","1.5265302853546991457","34","34","34","34","34","34","34","34","34","34","34","34"
"10/26/2021 23:29:05.617","29082.094385310003418","290563.58018597343471","40.43616681369863386","2.4806878140525179255","34","34","34","34","34","34","34","34","34","34","34","34"
"10/26/2021 23:29:07.619","0","443949.16525527584599","40.096953194610996718","1.2742535990178160965","34","33","34","34","34","34","34","34","34","34","34","34"
"10/26/2021 23:29:09.629","0","203763.28298068672302","40.084457173963187415","1.2208078924773380081","35","36","35","35","36","100","35","36","37","34","35","34"
"10/26/2021 23:29:11.628","0","18437.831886225612834","40.128130125843021858","2.3092456255549453914","59","42","100","49","42","34","100","35","48","73","34","42"
"10/26/2021 23:29:13.626","0","266530.42487746773986","40.122089474490394423","0.80572878602658271063","34","34","34","34","34","34","34","34","34","34","34","34"
"10/26/2021 23:29:15.616","0","61744.344046238315059","40.071889045665017193","1.2749855078740823799","74","100","100","100","100","100","100","100","100","78","100","100"
"10/26/2021 23:29:17.624","8160.5488367557018137","246856.60231185998418","40.06983340719478548","0.9620958157773085162","100","100","100","100","100","100","100","37","34","100","100","35"
"10/26/2021 23:29:19.617","0","8220.4381949133930902","40.068823643976081428","1.0276207152931315925","38","38","38","38","38","38","38","38","44","38","38","38"
"10/26/2021 23:29:21.625","0","50991.267247522271646","40.068517099150575689","0.1439669841028279329","37","37","37","38","38","38","37","38","38","38","38","37"
"10/26/2021 23:29:23.619","0","0","40.067272898756726818","1.1088814303858662846","38","38","38","38","38","38","38","38","38","38","38","38"
"10/26/2021 23:29:25.626","0","2040.7877540378424328","40.067453226090279372","1.2605041179430731546","42","42","42","38","41","38","41","41","38","41","39","42"
"10/26/2021 23:29:27.623","0","0","40.065974611804350047","0.18801401751122881478","38","38","38","38","38","38","38","38","38","38","38","38"
"10/26/2021 23:29:29.618","2860036.6056318762712","213584.99738674456603","40.193819846071725976","3.8098406034777321238","100","100","100","100","100","68","100","100","100","100","100","100"
"10/26/2021 23:29:31.633","185499.31008510556421","71150.420306615837035","40.357566331596480325","9.8509533239071860322","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:29:33.625","0","34959.773817814450013","40.44658917478439264","9.4567956202319951586","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:29:35.609","0","101148.24913199196453","40.516732758962717753","9.5116503492718607049","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:29:37.620","0","242369.45499641113565","40.584478094378596325","11.103108103505155313","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:29:39.629","0","57092.228979423642159","40.687691942017451652","11.135283075316337431","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:29:41.618","0","2059.5088443485465177","40.739785703071341061","8.6018137557136835625","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:29:43.624","0","0","40.444659777089178476","8.8756886194115374167","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:29:45.615","0","69947.01336941048794","40.455136224733465156","9.55805229977457671","100","100","100","100","100","100","100","100","100","100","100","100"
"10/26/2021 23:29:47.624","0","55059.135598654589558","40.488603185044738098","8.9178980251050088413","100","100","100","100","100","100","100","100","100","100","100","100"
