"(PDH-CSV 4.0) (W. Europe Daylight Time)(-120)","\\LAPTOP-M8MF5JT2\LogicalDisk(_Total)\Disk Read Bytes/sec","\\LAPTOP-M8MF5JT2\LogicalDisk(_Total)\Disk Write Bytes/sec","\\LAPTOP-M8MF5JT2\Memory\% Committed Bytes In Use","\\LAPTOP-M8MF5JT2\Processor(_Total)\% Processor Time","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_0)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_1)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_10)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_11)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_2)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_3)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_4)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_5)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_6)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_7)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_8)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_9)\% of Maximum Frequency"
"10/27/2021 01:40:33.041"," "," ","43.121133079547696809"," ","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:40:35.047","0","124542.84502461910597","43.131537396258565309","2.2889821959469758283","100","95","100","100","87","100","82","100","100","63","100","100"
"10/27/2021 01:40:37.045","6151.2012112580196117","289106.45692912692903","43.12980634698872251","7.2480879470519621322","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:40:39.043","0","430516.41448936786037","43.179159295554079279","9.3492276006696748425","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:40:41.046","0","96130.554432992663351","43.301108140335678343","8.8422508531803671872","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:40:43.042","0","2052.2203912345739809","43.428141959809728689","8.9937683694018559777","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:40:45.046","0","18388.957885724776133","43.525747918413429716","8.3524340628881699189","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:40:47.037","0","0","43.661887744362900321","9.0847999318448344752","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:40:49.043","2041.6006029101779404","27867848.229723930359","43.649355681531446294","8.8183200789412108378","100","100","100","100","100","100","100","100","100","100","63","100"
"10/27/2021 01:40:51.056","0","97682.810586776045966","43.642756050369413856","8.7842378169278099165","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:40:53.053","0","82042.818098693736829","43.642990464261501415","8.4531890264311844163","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:40:55.049","0","192854.70280688785715","43.645623103632971151","8.6612484227937880377","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:40:57.045","0","0","43.644757578998053305","8.4776774102012346646","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:40:59.041","0","0","43.647119739010726391","9.8625762752038941272","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:41:01.048","0","27539514.291019156575","43.547512251778393022","8.6221434223920141449","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:41:03.041","0","0","43.529714910203992417","9.6858974320395354596","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:41:05.053","0","22397.911808321678109","43.535863734673675651","8.4101086284342869703","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:41:07.051","0","6151.9809649057715433","43.532834398451456082","8.4750787871554216224","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:41:09.049","0","0","43.536152235124298215","8.9321885906718847536","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:41:11.046","0","53349.275597330197343","43.602743568737700741","8.4871031708759421264","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:41:13.044","0","27653114.627104979008","43.633541824210794857","9.1023087954775867559","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:41:15.056","0","0","43.633415583435777307","8.5041059320275618205","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:41:17.042","0","0","43.637454706159758189","8.9975057155649693641","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:41:19.054","0","14248.595552730663258","43.631666513074115699","8.7637081480260832222","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:41:21.052","0","8201.9333614941060659","43.636300681074217778","8.7442748557813310128","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:41:23.049","0","0","43.633397562343951392","8.4541333988465865446","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:41:25.044","0","10268.025034126894752","43.642557701944042492","9.7153567418735704564","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:41:27.049","0","27625366.104908090085","43.550307174108525032","9.6797607228978677085","100","100","100","100","100","100","100","100","100","100","100","100"
