"(PDH-CSV 4.0) (W. Europe Daylight Time)(-120)","\\LAPTOP-M8MF5JT2\LogicalDisk(_Total)\Disk Read Bytes/sec","\\LAPTOP-M8MF5JT2\LogicalDisk(_Total)\Disk Write Bytes/sec","\\LAPTOP-M8MF5JT2\Memory\% Committed Bytes In Use","\\LAPTOP-M8MF5JT2\Processor(_Total)\% Processor Time","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_0)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_1)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_10)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_11)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_2)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_3)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_4)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_5)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_6)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_7)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_8)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_9)\% of Maximum Frequency"
"10/27/2021 00:25:39.607"," "," ","40.79355645011960263"," ","100","96","100","84","100","85","100","99","100","86","84","93"
"10/27/2021 00:25:41.621","0","101643.32137618109118","40.895580183923144091","2.7993924358039157241","52","61","76","68","58","71","50","73","74","41","80","53"
"10/27/2021 00:25:43.616","6160.3115810198032705","170435.28707488122745","40.950288563256684427","6.0733707305807627108","53","100","30","58","78","34","77","100","53","47","30","100"
"10/27/2021 00:25:45.614","0","120957.44496617441473","41.016230741752366384","11.042059557057125829","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:25:47.607","0","0","41.014661975441192965","9.5130211686251584524","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:25:49.612","0","14297.711443639505887","40.971818506012631644","8.5758968592478890258","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:25:51.606","0","219825.15185105305864","40.971421809161881811","9.3508355455699803116","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:25:53.613","0","220424.35155722830677","40.927334139339471619","8.5868733063723112764","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:25:55.598","57777.955781385040609","437461.66520191531163","40.931661762514067959","9.6744434982402047751","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:25:57.603","0","0","40.93277972213289928","9.336619618554165001","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:25:59.617","0","0","40.933951791593322866","9.2905510668976791777","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:01.606","0","82366.293524834967684","40.917975651314009156","9.5353961746930675503","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:03.617","0","0","40.932833808691434285","9.0209734532066487844","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:05.613","0","4103.7480815653998434","40.934150140018701336","9.0726057935913253516","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:07.603","0","127586.53986923625052","40.938153197275980233","9.3027515927536228446","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:09.615","0","0","40.935917254755253225","8.7124106410057304828","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:11.613","0","49205.264699036706588","40.94031700886327485","8.5593355528489460937","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:13.611","0","0","40.941236620056727702","9.3559782834448661504","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:15.605","0","6162.8942010415530603","40.940623530405716224","9.3585188713742226696","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:17.616","0","0","40.945924874615371891","8.8866703326887730441","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:19.610","0","0","40.946249463815767911","9.1208747019290044022","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:21.603","0","0","40.947385444526418041","8.9245418126027491468","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:23.606","0","0","40.951640960050660567","8.8327676501711351875","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:25.607","0","0","40.953552313370991556","8.9142501605940722698","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:27.618","0","79450.898321262560785","41.046974910666925496","9.3354847784083876405","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:29.612","0","63663.619276956451358","41.043891464603113661","8.7979767405585995732","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:31.611","0","22544.580411663759151","41.052438537835243437","9.3082054933458451274","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:33.603","0","9250.6028048518292053","41.060787239358944589","9.0358812169709317175","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:35.604","0","53227.810691404745739","41.064555882724128821","8.3659292389696933157","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:37.605","0","0","41.070289989251243412","8.9825862638655440406","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:39.617","0","40719.119938137955614","41.06780158846354567","8.9375701161274694329","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:41.614","0","0","41.069767051625476029","8.6967906580572957864","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:43.600","0","148448.90047079892247","41.07851247328299138","9.2213094949011757961","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:45.609","0","40780.746191079801065","41.079756650393775885","8.9303672569926781932","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:47.604","0","26698.677536002072884","41.086464477955935592","8.8568316771413755362","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:49.613","0","63192.194179436344712","41.086482499047761507","8.6351982837960967743","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 00:26:51.607","0","0","41.090034772895748461","9.0330963572506579595","100","100","100","100","100","100","100","100","100","100","100","100"
